MS_SubClass,MS_Zoning,Lot_Area,Alley,Neighborhood,Bldg_Type,Overall_Qual,Year_Built,Roof_Style,Roof_Matl,Mas_Vnr_Type,1st_Flr_SF,2nd_Flr_SF,Garage_Area,Paved_Drive,SalePrice,total_sq
2 FAMILY CONVERSION,Resi Low Density,10106,True,Edwards,2fmCon,Average,1940,Gable,CompShg,None,808,547,0.0,Paved,127500,1355.0
2-STORY 1946 & NEWER,Resi Low Density,13346,True,NoRidge,1Fam,Good,1992,Gable,CompShg,None,1166,1129,590.0,Paved,268000,2885.0
2-STORY 1945 & OLDER,Resi Med Density,9639,True,OldTown,1Fam,Below Avg,1900,Gable,CompShg,None,1156,642,342.0,Dirt/Gravel,137000,2140.0
1-STORY 1946 & NEWER,Resi Low Density,15387,True,NWAmes,1Fam,Good,1967,Gable,CompShg,None,1620,0,578.0,Paved,215000,2198.0
1-STORY 1946 & NEWER,Resi Low Density,10050,True,NAmes,1Fam,Average,1955,Hip,CompShg,None,1216,0,336.0,Paved,129500,1552.0
1-1/2 STORY FINISHED,Resi Med Density,6240,True,BrkSide,1Fam,Average,1936,Gable,CompShg,None,896,448,240.0,Paved,115000,1584.0
1-1/2 STORY FINISHED,Resi Low Density,7506,True,OldTown,1Fam,Average,1925,Gable,CompShg,None,747,412,288.0,Dirt/Gravel,114000,1447.0
1-STORY 1946 & NEWER,Resi High Density,8900,True,SawyerW,1Fam,Below Avg,1966,Gable,CompShg,None,1056,0,384.0,Paved,107000,1440.0
1-1/2 STORY FINISHED,Resi Low Density,8480,True,NAmes,1Fam,Average,1947,Gable,CompShg,None,832,384,336.0,Paved,118500,1552.0
1-1/2 STORY FINISHED,Resi Med Density,6000,True,BrkSide,1Fam,Above Avg,1929,Gable,CompShg,None,950,208,208.0,Paved,120000,1366.0
1-STORY 1946 & NEWER,Resi Low Density,8847,True,Somerst,1Fam,Very good,2005,Gable,CompShg,BrkFace,1538,0,484.0,Paved,260000,2022.0
1-STORY 1946 & NEWER,Resi Low Density,8050,True,NAmes,1Fam,Average,1959,Hip,CompShg,BrkFace,1143,0,308.0,Paved,136000,1451.0
1-STORY 1946 & NEWER,Resi Low Density,8294,True,NAmes,1Fam,Below Avg,1971,Gable,CompShg,None,872,0,480.0,Paved,123000,1352.0
1-1/2 STORY FINISHED,Resi Med Density,7920,False,IDOTRR,1Fam,Above Avg,1920,Gable,CompShg,None,1035,371,0.0,Dirt/Gravel,89500,1406.0
1-STORY 1946 & NEWER,Resi Low Density,18494,True,Gilbert,1Fam,Above Avg,2005,Gable,CompShg,None,1324,0,430.0,Paved,199500,1754.0
1-STORY 1946 & NEWER,Resi Low Density,7162,True,Sawyer,1Fam,Average,1966,Gable,CompShg,BrkCmn,904,0,408.0,Paved,109900,1312.0
2-STORY 1945 & OLDER,Resi Low Density,10918,True,Crawfor,1Fam,Good,1926,Gambrel,CompShg,None,1276,804,282.0,Paved,234000,2362.0
1-STPUD-1946 & NEWER,Resi Med Density,4435,True,CollgCr,TwnhsE,Above Avg,2004,Gable,CompShg,BrkFace,848,0,420.0,Paved,155900,1268.0
1-1/2 STORY FINISHED,Resi Low Density,11250,True,ClearCr,1Fam,Below Avg,1957,Gable,CompShg,None,1104,684,304.0,Paved,161500,2092.0
1-STORY 1946 & NEWER,Resi Low Density,14375,True,Timber,1Fam,Above Avg,1958,Gable,CompShg,BrkFace,1344,0,525.0,Paved,137500,1869.0
2 FAMILY CONVERSION,Resi Med Density,9045,True,OldTown,2fmCon,Average,1910,Gable,CompShg,None,1128,1128,0.0,Dirt/Gravel,76500,2256.0
2-STORY 1946 & NEWER,Resi Low Density,10029,True,ClearCr,1Fam,Above Avg,1988,Gable,CompShg,BrkFace,1164,896,521.0,Paved,211000,2581.0
1-STPUD-1946 & NEWER,Resi High Density,4060,True,NAmes,TwnhsE,Above Avg,1998,Gable,CompShg,None,1337,0,511.0,Paved,181000,1848.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9020,True,NAmes,1Fam,Above Avg,1966,Gable,CompShg,BrkFace,1165,0,490.0,Paved,174900,1655.0
SPLIT OR MULTI-LEVEL,Resi Low Density,11777,True,Sawyer,1Fam,Average,1966,Gable,CompShg,BrkFace,1320,0,564.0,Paved,164500,1884.0
1-STORY 1946 & NEWER,Resi Low Density,10171,True,NridgHt,1Fam,Good,2004,Gable,CompShg,BrkFace,1535,0,532.0,Paved,214000,2067.0
2-STORY 1946 & NEWER,Resi Low Density,10400,True,NWAmes,1Fam,Good,1980,Gable,CompShg,BrkFace,1277,767,489.0,Paved,185000,2533.0
1-1/2 STORY FINISHED,Resi Med Density,6240,True,BrkSide,1Fam,Below Avg,1929,Gable,CompShg,None,624,512,336.0,Paved,123000,1472.0
SPLIT FOYER,Resi Low Density,12150,True,Mitchel,1Fam,Above Avg,1979,Gable,CompShg,None,1299,0,486.0,Paved,183500,1785.0
2ST PUD - 1946 & NEWER,Floating Village,2645,False,Somerst,Twnhs,Very good,1999,Gable,CompShg,BrkFace,764,677,492.0,Paved,174000,1933.0
1-STORY 1946 & NEWER,Resi Low Density,22692,True,Edwards,1Fam,Average,1953,Gable,CompShg,None,1630,0,649.0,Partial Paved,130000,2279.0
2-STORY 1945 & OLDER,Resi Med Density,9600,False,OldTown,1Fam,Good,1925,Gable,CompShg,None,832,809,546.0,Paved,178000,2187.0
2-STORY 1946 & NEWER,Resi Low Density,13830,True,Gilbert,1Fam,Average,1997,Gable,CompShg,None,928,701,482.0,Paved,189900,2111.0
1-STPUD-1946 & NEWER,Resi Med Density,4435,True,CollgCr,TwnhsE,Above Avg,2003,Gable,CompShg,BrkFace,848,0,420.0,Paved,144000,1268.0
1-STORY 1945 & OLDER,Resi Med Density,5890,True,IDOTRR,1Fam,Above Avg,1930,Gable,CompShg,None,816,0,432.0,Paved,120500,1248.0
1-STORY 1946 & NEWER,Resi Low Density,10859,True,CollgCr,1Fam,Average,1994,Gable,CompShg,None,1097,0,672.0,Paved,145000,1769.0
1-STPUD-1946 & NEWER,Resi Low Density,5330,True,StoneBr,TwnhsE,Very good,2000,Gable,CompShg,None,1652,0,499.0,Paved,251000,2151.0
DUPLEX,Resi Low Density,10778,True,Sawyer,Duplex,Below Avg,1968,Hip,CompShg,None,1768,0,0.0,Paved,136500,1768.0
DUPLEX,Resi Low Density,6845,True,Edwards,Duplex,Below Avg,1955,Gable,CompShg,BrkCmn,1152,0,0.0,Dirt/Gravel,82500,1152.0
1-STORY 1945 & OLDER,Industrial,21780,True,IDOTRR,1Fam,Poor,1910,Gable,CompShg,None,810,0,280.0,Dirt/Gravel,57625,1090.0
1-STPUD-1946 & NEWER,Resi Low Density,10307,True,NridgHt,TwnhsE,Good,2007,Gable,CompShg,Stone,1358,0,484.0,Paved,212500,1842.0
1-STPUD-1946 & NEWER,Resi Med Density,4500,True,Mitchel,Twnhs,Above Avg,1998,Hip,CompShg,BrkFace,1216,0,402.0,Paved,164000,1618.0
1-1/2 STORY FINISHED,Resi Med Density,9060,True,IDOTRR,1Fam,Above Avg,1957,Gable,CompShg,BrkFace,967,671,384.0,Paved,139000,2022.0
2ST PUD - 1946 & NEWER,Floating Village,2160,False,Somerst,Twnhs,Good,1999,Gable,CompShg,BrkFace,624,628,462.0,Paved,160000,1714.0
SPLIT FOYER,Resi Low Density,7669,True,Mitchel,1Fam,Average,1992,Gable,CompShg,None,883,0,698.0,Paved,149000,1581.0
1-STORY 1946 & NEWER,Resi Low Density,9858,True,Mitchel,1Fam,Average,1968,Gable,CompShg,None,874,0,288.0,Paved,130000,1162.0
2-STORY 1945 & OLDER,Resi Med Density,10300,True,OldTown,1Fam,Good,1921,Gable,CompShg,None,902,808,480.0,Paved,140000,2190.0
1-STORY 1946 & NEWER,Floating Village,8125,True,Somerst,1Fam,Very good,2008,Hip,CompShg,BrkFace,1836,0,517.0,Paved,264500,2353.0
1-STORY 1946 & NEWER,Resi Low Density,14850,True,NAmes,1Fam,Average,1957,Gable,CompShg,None,1092,0,299.0,Paved,141000,1391.0
1-STPUD-1946 & NEWER,Floating Village,4274,False,Somerst,TwnhsE,Good,2006,Gable,CompShg,0,1241,0,569.0,Paved,199900,1810.0
1-STORY 1946 & NEWER,Resi Low Density,9650,True,NWAmes,1Fam,Above Avg,1977,Gable,CompShg,BrkFace,1334,0,630.0,Paved,167900,1964.0
1-STORY 1946 & NEWER,Resi Low Density,14585,True,NAmes,1Fam,Above Avg,1960,Gable,CompShg,BrkFace,1429,0,572.0,Paved,181900,2001.0
1-STORY 1946 & NEWER,Floating Village,9000,True,Somerst,1Fam,Very good,2008,Gable,CompShg,Stone,1566,0,750.0,Paved,262500,2316.0
2-STORY 1946 & NEWER,Resi Low Density,13774,True,NWAmes,1Fam,Good,1977,Hip,CompShg,BrkFace,1316,972,520.0,Paved,230000,2808.0
1-STPUD-1946 & NEWER,Floating Village,5119,True,Somerst,TwnhsE,Excellent,1999,Gable,CompShg,BrkFace,1709,0,506.0,Paved,328900,2215.0
1-STORY 1946 & NEWER,Resi Low Density,9254,True,NridgHt,1Fam,Very good,2005,Gable,CompShg,BrkFace,1721,0,554.0,Paved,232698,2275.0
1-STORY 1946 & NEWER,Resi Low Density,10324,True,CollgCr,1Fam,Very good,2008,Gable,CompShg,BrkFace,1254,0,810.0,Paved,221800,2064.0
1-1/2 STORY FINISHED,Resi Low Density,8375,True,Sawyer,1Fam,Average,1941,Gable,CompShg,None,864,486,627.0,Dirt/Gravel,152400,1977.0
1-STORY 1946 & NEWER,Resi Low Density,9750,True,CollgCr,1Fam,Good,2000,Gable,CompShg,BrkFace,1630,0,451.0,Paved,213000,2081.0
2-STORY 1946 & NEWER,Resi Low Density,7632,True,SawyerW,1Fam,Good,2005,Gable,CompShg,BrkFace,831,754,449.0,Paved,184900,2034.0
2 FAMILY CONVERSION,Resi Low Density,15750,True,Crawfor,2fmCon,Average,1953,Hip,CompShg,BrkFace,1336,0,375.0,Paved,157000,1711.0
1-STORY 1946 & NEWER,Resi Low Density,9240,True,Sawyer,1Fam,Average,1962,Hip,CompShg,None,1211,0,576.0,Paved,144000,1787.0
1-STORY 1946 & NEWER,Resi Low Density,10400,True,NWAmes,1Fam,Above Avg,1979,Gable,CompShg,BrkFace,1353,0,478.0,Paved,192350,1831.0
1-STORY 1946 & NEWER,Resi Low Density,8800,True,NAmes,1Fam,Good,1966,Hip,CompShg,BrkFace,1200,0,440.0,Paved,163500,1640.0
2-STORY 1946 & NEWER,Resi Low Density,11839,True,SawyerW,1Fam,Good,1990,Hip,CompShg,BrkFace,1532,797,514.0,Paved,262280,2843.0
1-STORY 1946 & NEWER,Resi Low Density,9135,True,CollgCr,1Fam,Good,2002,Gable,CompShg,BrkFace,1536,0,532.0,Paved,214000,2068.0
1-STORY 1946 & NEWER,Resi Low Density,14115,True,Crawfor,1Fam,Above Avg,1956,Gable,CompShg,None,1811,0,470.0,Paved,230000,2281.0
2-STORY 1946 & NEWER,Resi Low Density,14154,True,NridgHt,1Fam,Good,2006,Gable,CompShg,BrkFace,1071,1101,947.0,Paved,280000,3119.0
1-STORY 1946 & NEWER,Commercial,6565,True,IDOTRR,1Fam,Below Avg,1957,Gable,CompShg,None,1073,0,720.0,Paved,140000,1793.0
2-STORY 1946 & NEWER,Resi Low Density,7700,True,NAmes,1Fam,Above Avg,1966,Gable,CompShg,BrkFace,1051,788,442.0,Paved,155000,2281.0
1-1/2 STORY FINISHED,Commercial,4761,True,IDOTRR,1Fam,Fair,1918,Gable,CompShg,None,1020,0,0.0,Dirt/Gravel,64500,1020.0
2-STORY 1946 & NEWER,Resi Low Density,12361,True,SawyerW,1Fam,Above Avg,1993,Gable,CompShg,BrkFace,964,838,1017.0,Paved,218000,2819.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9720,True,CollgCr,1Fam,Average,1977,Gable,CompShg,BrkFace,1009,0,576.0,Paved,160000,1585.0
1-STORY 1946 & NEWER,Floating Village,8640,True,Somerst,1Fam,Very good,2007,Gable,CompShg,None,1338,0,598.0,Paved,208900,1936.0
1-STORY 1946 & NEWER,Resi Low Density,47007,True,Edwards,1Fam,Average,1959,Gable,CompShg,None,3820,0,624.0,Paved,284700,4444.0
2ST PUD - 1946 & NEWER,Floating Village,3180,False,Somerst,TwnhsE,Good,2007,Gable,CompShg,None,703,689,540.0,Paved,146000,1932.0
1-STPUD-1946 & NEWER,Resi Low Density,14963,True,Veenker,TwnhsE,Very good,1996,Gable,CompShg,None,1288,0,500.0,Paved,245500,1788.0
1-1/2 STORY UNFINISHED,Resi Med Density,5000,True,BrkSide,1Fam,Above Avg,1926,Gable,CompShg,None,1013,0,160.0,Paved,113000,1173.0
1-STORY 1946 & NEWER,Resi Low Density,16870,True,NridgHt,1Fam,Very good,2004,Hip,CompShg,BrkFace,1782,0,932.0,Paved,296000,2714.0
1-STORY 1946 & NEWER,Resi Low Density,14157,True,StoneBr,1Fam,Excellent,2005,Hip,CompShg,Stone,1922,0,676.0,Paved,377426,2598.0
1-STORY 1946 & NEWER,Resi Low Density,12456,True,NridgHt,1Fam,Very Excellent,2006,Hip,CompShg,Stone,1718,0,786.0,Paved,337500,2504.0
1-STORY 1946 & NEWER,Resi Low Density,14836,True,NridgHt,1Fam,Very Excellent,2004,Hip,CompShg,Stone,2492,0,949.0,Paved,552000,3441.0
1-1/2 STORY FINISHED,Resi Low Density,6956,True,Edwards,1Fam,Below Avg,1948,Gable,CompShg,None,624,312,265.0,Paved,97900,1201.0
1-STORY 1946 & NEWER,Floating Village,7862,True,Somerst,1Fam,Above Avg,2009,Gable,CompShg,None,1218,0,676.0,Paved,208300,1894.0
2-STORY 1946 & NEWER,Resi Low Density,11050,True,Mitchel,1Fam,Good,1996,Gable,CompShg,None,910,910,816.0,Paved,213000,2636.0
2-STORY 1946 & NEWER,Resi Low Density,8924,True,CollgCr,1Fam,Good,1998,Gable,CompShg,None,880,844,527.0,Paved,188000,2251.0
1-STORY 1946 & NEWER,Resi Low Density,9610,True,NAmes,1Fam,Above Avg,1958,Hip,CompShg,BrkFace,1336,0,488.0,Paved,162000,1824.0
1-1/2 STORY FINISHED,Resi Med Density,13710,True,IDOTRR,1Fam,Average,1950,Gable,CompShg,None,910,648,282.0,Paved,152000,1840.0
2-STORY 1946 & NEWER,Floating Village,12552,True,Somerst,1Fam,Good,2004,Gable,CompShg,None,991,956,678.0,Paved,254900,2625.0
2-STORY 1946 & NEWER,Resi Low Density,14565,True,SawyerW,1Fam,Good,1994,Gable,CompShg,BrkFace,832,825,483.0,Paved,189000,2140.0
1-STORY 1946 & NEWER,Resi Low Density,18559,True,NWAmes,1Fam,Good,1978,Hip,CompShg,BrkFace,2064,0,550.0,Paved,235000,2614.0
2 FAMILY CONVERSION,Resi Low Density,10880,True,Edwards,2fmCon,Average,1950,Gable,CompShg,None,1164,0,240.0,Paved,125000,1404.0
1-STPUD-1946 & NEWER,Resi Low Density,2280,True,NPkVill,Twnhs,Good,1975,Gable,CompShg,None,836,0,308.0,Paved,120000,1144.0
1-STORY 1946 & NEWER,Agriculture,31250,True,Mitchel,1Fam,Very Poor,1951,Gable,CompShg,None,1600,0,270.0,Dirt/Gravel,81500,1870.0
DUPLEX,Resi Low Density,11841,True,Edwards,Duplex,Above Avg,1990,Gable,CompShg,BrkFace,816,0,0.0,Paved,118500,816.0
1-STORY 1946 & NEWER,Floating Village,9187,True,Somerst,1Fam,Excellent,2009,Gable,CompShg,Stone,1766,0,478.0,Paved,370878,2244.0
DUPLEX,Resi High Density,6270,True,Crawfor,Duplex,Average,1949,Gable,CompShg,None,1001,1001,871.0,Paved,145000,2873.0
1-1/2 STORY FINISHED,Resi Low Density,15660,True,Crawfor,1Fam,Good,1939,Gable,CompShg,BrkFace,1137,817,431.0,Paved,311500,2385.0
1-STPUD-1946 & NEWER,Resi Low Density,3087,True,Blmngtn,TwnhsE,Good,2006,Gable,CompShg,BrkFace,1364,0,437.0,Paved,210250,1801.0
2-STORY 1946 & NEWER,Resi Low Density,13450,True,CollgCr,1Fam,Good,2002,Gable,CompShg,None,920,941,492.0,Paved,200000,2353.0
DUPLEX,Resi Low Density,10125,True,Mitchel,Duplex,Average,1977,Gable,CompShg,None,1302,432,539.0,Paved,126000,2273.0
2-STORY 1945 & OLDER,Resi Low Density,8146,True,OldTown,1Fam,Below Avg,1900,Gable,CompShg,None,717,322,281.0,Dirt/Gravel,114000,1320.0
2-STORY 1945 & OLDER,Resi Med Density,9600,True,OldTown,1Fam,Below Avg,1910,Gable,CompShg,None,833,677,720.0,Dirt/Gravel,87500,2230.0
2-STORY 1946 & NEWER,Resi Low Density,12328,True,StoneBr,1Fam,Very good,2005,Hip,CompShg,Stone,1164,1377,729.0,Paved,349265,3270.0
1-STORY 1946 & NEWER,Resi Low Density,10141,True,SawyerW,1Fam,Very good,2004,Gable,Tar&Grv,BrkFace,1512,0,845.0,Paved,203000,2357.0
1-STORY 1946 & NEWER,Resi Low Density,8529,True,SawyerW,1Fam,Good,2001,Gable,CompShg,None,1434,0,527.0,Paved,189000,1961.0
2-STORY 1946 & NEWER,Floating Village,8127,True,Somerst,1Fam,Good,2003,Gable,CompShg,None,812,841,628.0,Paved,209000,2281.0
2-STORY 1945 & OLDER,Resi Med Density,8400,True,OldTown,1Fam,Above Avg,1900,Gable,CompShg,None,1090,917,357.0,Paved,160000,2364.0
1-STORY 1946 & NEWER,Resi Low Density,10751,True,Sawyer,1Fam,Average,1974,Gable,CompShg,BrkFace,1037,0,431.0,Paved,129000,1468.0
1-STORY 1946 & NEWER,Resi Low Density,10010,True,Mitchel,1Fam,Average,1974,Gable,CompShg,None,1389,0,418.0,Paved,170000,1807.0
1-STORY 1945 & OLDER,Resi Low Density,4280,True,Crawfor,1Fam,Average,1913,Gable,CompShg,None,694,0,352.0,Partial Paved,90350,1046.0
1-1/2 STORY FINISHED,Resi Low Density,9600,True,Edwards,1Fam,Above Avg,1924,Gable,CompShg,None,572,524,0.0,Dirt/Gravel,79000,1096.0
1-STORY 1946 & NEWER,Resi Low Density,9800,True,CollgCr,1Fam,Average,1972,Gable,CompShg,None,894,0,552.0,Paved,149900,1446.0
1-STORY 1946 & NEWER,Resi Low Density,7560,True,NAmes,1Fam,Average,1971,Hip,CompShg,None,864,0,576.0,Paved,123000,1440.0
2-STORY 1945 & OLDER,Resi Med Density,9600,False,OldTown,1Fam,Below Avg,1900,Gable,CompShg,None,1095,679,779.0,Dirt/Gravel,87000,2553.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9880,True,Mitchel,1Fam,Above Avg,1977,Gable,CompShg,None,1118,0,358.0,Paved,171000,1476.0
1-1/2 STORY FINISHED,Resi Low Density,9600,True,NAmes,1Fam,Above Avg,1950,Gable,CompShg,None,1032,220,288.0,Paved,119000,1540.0
1-STORY 1946 & NEWER,Resi Low Density,7931,True,NAmes,1Fam,Average,1959,Hip,CompShg,None,1148,0,672.0,Paved,132500,1820.0
2-STORY 1945 & OLDER,Resi Med Density,5100,False,OldTown,1Fam,Very good,1925,Hip,CompShg,None,833,833,228.0,Paved,161000,1894.0
2-STORY 1946 & NEWER,Resi Low Density,9720,True,CollgCr,1Fam,Excellent,2001,Gable,CompShg,BrkFace,1366,581,725.0,Paved,274000,2672.0
1-STORY 1946 & NEWER,Resi Low Density,8521,True,Sawyer,1Fam,Average,1967,Gable,CompShg,None,912,0,336.0,Paved,125000,1248.0
DUPLEX,Resi Low Density,8741,True,Edwards,Duplex,Average,1946,Gable,CompShg,None,1195,0,0.0,Dirt/Gravel,98500,1195.0
1-STORY 1946 & NEWER,Resi Low Density,12461,True,NoRidge,1Fam,Very good,1994,Gable,CompShg,None,1624,0,757.0,Paved,262000,2381.0
1-STORY 1946 & NEWER,Resi Low Density,6950,True,CollgCr,1Fam,Average,1979,Gable,CompShg,BrkFace,914,0,444.0,Paved,134900,1358.0
1-STORY 1946 & NEWER,Resi Low Density,16905,True,Timber,1Fam,Average,1959,Gable,CompShg,None,1328,0,308.0,Partial Paved,170000,1636.0
2-STORY 1945 & OLDER,Resi Low Density,7155,True,Crawfor,1Fam,Above Avg,1926,Gable,CompShg,None,686,775,225.0,Dirt/Gravel,135000,1686.0
2-STORY 1946 & NEWER,Resi Low Density,9205,True,NoRidge,1Fam,Above Avg,1990,Hip,CompShg,BrkFace,1364,1319,473.0,Paved,290000,3156.0
1-STORY 1946 & NEWER,Resi Low Density,7697,True,Gilbert,1Fam,Good,2007,Gable,CompShg,BrkFace,1258,0,462.0,Paved,173500,1720.0
1-STORY 1946 & NEWER,Resi Low Density,7800,True,Edwards,1Fam,Average,1948,Gable,CompShg,None,1112,896,230.0,Paved,225000,2238.0
1-STORY 1946 & NEWER,Resi Low Density,14357,True,NAmes,1Fam,Average,1961,Hip,CompShg,None,1187,0,440.0,Paved,140500,1627.0
1-STORY 1946 & NEWER,Resi Low Density,8775,True,CollgCr,1Fam,Average,1994,Gable,CompShg,None,990,0,299.0,Paved,126000,1289.0
2ST PUD - 1946 & NEWER,Floating Village,2645,False,Somerst,Twnhs,Very good,1999,Gable,CompShg,BrkFace,962,624,480.0,Paved,170000,2066.0
1-STORY 1946 & NEWER,Resi Low Density,13568,True,CollgCr,1Fam,Average,1995,Gable,CompShg,None,990,0,576.0,Paved,156000,1566.0
1-STORY 1946 & NEWER,Resi Low Density,16321,True,NAmes,1Fam,Average,1957,Gable,CompShg,None,1600,0,319.0,Paved,207500,1919.0
2-STORY 1946 & NEWER,Floating Village,8640,True,Somerst,1Fam,Very good,2007,Gable,CompShg,None,896,896,590.0,Paved,255000,2382.0
MULTILEVEL,Resi Med Density,1596,True,MeadowV,Twnhs,Below Avg,1973,Gable,CompShg,None,526,462,297.0,Paved,94900,1285.0
1-STORY 1946 & NEWER,Resi Low Density,7315,True,NAmes,1Fam,Average,1958,Hip,CompShg,None,1170,0,338.0,Paved,140000,1508.0
2-STORY 1945 & OLDER,Resi Med Density,7614,False,OldTown,1Fam,Fair,1905,Gable,CompShg,None,714,662,216.0,Dirt/Gravel,96900,1592.0
1-STORY 1946 & NEWER,Resi Low Density,11000,True,NAmes,1Fam,Average,1966,Gable,CompShg,BrkFace,1154,0,480.0,Paved,154000,1634.0
2-STORY 1945 & OLDER,Resi Med Density,10337,False,OldTown,1Fam,Very good,1910,Hip,CompShg,None,909,863,816.0,Paved,184900,2588.0
1-STORY 1946 & NEWER,Resi Low Density,14803,True,NridgHt,1Fam,Very Excellent,2007,Hip,CompShg,BrkFace,2084,0,1220.0,Paved,385000,3304.0
1-STORY 1945 & OLDER,Resi Med Density,8765,False,IDOTRR,1Fam,Below Avg,1936,Gable,CompShg,None,951,0,327.0,Paved,106500,1278.0
2-STORY 1946 & NEWER,Resi Low Density,12720,True,NoRidge,1Fam,Very good,2000,Gable,CompShg,BrkFace,1466,1221,810.0,Paved,327000,3497.0
1-STORY 1946 & NEWER,Resi Low Density,11128,True,Somerst,1Fam,Excellent,2005,Hip,CompShg,Stone,2490,0,795.0,Paved,468000,3285.0
1-1/2 STORY FINISHED,Resi Med Density,5160,True,IDOTRR,1Fam,Above Avg,1927,Gable,CompShg,None,1204,462,384.0,Paved,135000,2050.0
1-STORY 1946 & NEWER,Resi Low Density,13072,True,SawyerW,1Fam,Above Avg,2005,Gable,CompShg,None,1141,0,484.0,Paved,142500,1625.0
2-STORY 1946 & NEWER,Resi Low Density,8814,True,NAmes,1Fam,Average,1968,Gable,CompShg,None,732,732,470.0,Paved,141000,1934.0
2 FAMILY CONVERSION,Resi Low Density,7000,True,Edwards,2fmCon,Average,1910,Gable,CompShg,None,820,527,0.0,Dirt/Gravel,107500,1347.0
2 FAMILY CONVERSION,Resi Low Density,4484,True,SWISU,2fmCon,Average,1942,Gable,CompShg,None,778,504,240.0,Paved,108500,1522.0
2-STORY 1946 & NEWER,Resi Low Density,9019,True,SawyerW,1Fam,Above Avg,1994,Gable,CompShg,None,636,684,472.0,Paved,150000,1792.0
1-1/2 STORY FINISHED,Commercial,8520,True,IDOTRR,1Fam,Fair,1916,Gable,CompShg,None,576,360,0.0,Dirt/Gravel,78000,936.0
1-STORY 1946 & NEWER,Resi Low Density,11932,True,Somerst,1Fam,Very good,2007,Gable,CompShg,Stone,1580,0,830.0,Paved,235128,2410.0
1-STORY 1946 & NEWER,Resi Low Density,115149,True,ClearCr,1Fam,Good,1971,Gable,CompShg,Stone,1824,0,739.0,Paved,302000,2563.0
1-STORY 1946 & NEWER,Resi Low Density,14330,True,CollgCr,1Fam,Average,1975,Gable,CompShg,None,1558,0,440.0,Paved,163000,1998.0
1-STORY 1945 & OLDER,Resi Low Density,8777,True,Edwards,1Fam,Fair,1945,Gable,CompShg,None,640,0,240.0,Dirt/Gravel,84900,880.0
2ST PUD - 1946 & NEWER,Resi Low Density,2308,True,NPkVill,TwnhsE,Above Avg,1974,Gable,CompShg,None,855,467,440.0,Paved,147000,1762.0
2-STORY 1945 & OLDER,Resi Med Density,2500,False,OldTown,1Fam,Good,1915,Gable,CompShg,None,916,910,164.0,Paved,155000,1990.0
1-STORY 1946 & NEWER,Resi Low Density,8049,True,Timber,1Fam,Good,1990,Hip,CompShg,BrkFace,1339,0,484.0,Paved,180000,1823.0
2 FAMILY CONVERSION,Resi Med Density,5600,True,IDOTRR,2fmCon,Below Avg,1930,Hip,CompShg,None,372,720,0.0,Dirt/Gravel,55000,1092.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9590,True,Timber,1Fam,Good,2003,Gable,CompShg,BrkFace,1146,0,438.0,Paved,187500,1584.0
SPLIT OR MULTI-LEVEL,Resi Low Density,7200,True,Edwards,1Fam,Above Avg,1976,Hip,CompShg,BrkFace,1125,0,352.0,Paved,125000,1477.0
1-1/2 STORY FINISHED,Resi Low Density,11500,True,Crawfor,1Fam,Good,1936,Gable,CompShg,None,1020,1037,180.0,Paved,250000,2237.0
1-STORY 1945 & OLDER,Resi Med Density,6756,True,OldTown,1Fam,Average,1910,Mansard,CompShg,None,899,0,200.0,Partial Paved,78000,1099.0
2 FAMILY CONVERSION,Resi Med Density,11426,False,OldTown,2fmCon,Below Avg,1910,Gable,CompShg,None,828,658,0.0,Dirt/Gravel,118000,1486.0
1-STORY 1946 & NEWER,Resi Low Density,12030,True,NridgHt,1Fam,Very good,2007,Hip,CompShg,BrkFace,1694,0,818.0,Paved,318000,2512.0
2-STORY 1946 & NEWER,Resi Low Density,9554,True,SawyerW,1Fam,Very good,1993,Gable,CompShg,BrkFace,1065,846,471.0,Paved,215000,2382.0
1-STORY 1945 & OLDER,Resi Med Density,8534,True,IDOTRR,1Fam,Below Avg,1925,Gable,CompShg,None,672,0,0.0,Dirt/Gravel,72000,672.0
1-STORY 1946 & NEWER,Resi Low Density,11361,True,NWAmes,1Fam,Above Avg,1976,Gable,CompShg,BrkFace,1523,0,478.0,Paved,180000,2001.0
1-STORY 1946 & NEWER,Resi Low Density,12416,True,Timber,1Fam,Above Avg,1986,Gable,CompShg,Stone,1651,0,616.0,Paved,184000,2267.0
1-STORY 1946 & NEWER,Resi Low Density,9600,True,NAmes,1Fam,Average,1959,Gable,CompShg,BrkFace,1041,0,270.0,Paved,124500,1311.0
DUPLEX,Resi Low Density,8267,True,NAmes,Duplex,Average,1958,Gable,CompShg,None,1604,0,576.0,Paved,135000,2180.0
1-1/2 STORY FINISHED,Resi Med Density,6000,True,BrkSide,1Fam,Above Avg,1940,Gable,CompShg,None,1014,658,240.0,Paved,164900,1912.0
1-STORY 1946 & NEWER,Resi Low Density,9600,True,NWAmes,1Fam,Good,1969,Hip,CompShg,BrkFace,1164,0,528.0,Paved,140000,1692.0
1-STORY 1946 & NEWER,Resi Low Density,7350,True,NAmes,1Fam,Average,1958,Hip,CompShg,None,1041,0,294.0,Paved,128000,1335.0
